president,subgroup,modeldate,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp
Donald Trump,Adults,2/5/2017,42.7303,47.35865,38.10196,49.04629,53.67463,44.41794,3/2/2017 11:26
Donald Trump,Voters,2/5/2017,46.77325,51.44566,42.10085,45.41658,50.08898,40.74417,3/2/2017 11:26
Donald Trump,All polls,2/5/2017,44.43742,48.81641,40.05843,47.4848,51.86378,43.10581,3/2/2017 11:25
Donald Trump,Voters,2/4/2017,46.21463,50.90343,41.52583,44.72782,49.41662,40.03902,3/2/2017 11:26
Donald Trump,Adults,2/4/2017,42.93061,47.52776,38.33346,48.55542,53.15257,43.95826,3/2/2017 11:26
Donald Trump,All polls,2/4/2017,44.23746,48.63475,39.84016,47.03533,51.43262,42.63803,3/2/2017 11:25
Donald Trump,All polls,2/3/2017,44.21341,48.61607,39.81074,47.06427,51.46694,42.66161,3/2/2017 11:25
Donald Trump,Adults,2/3/2017,42.87061,47.47776,38.26346,48.63497,53.24212,44.02782,3/2/2017 11:26
Donald Trump,Voters,2/3/2017,46.21463,50.90343,41.52583,44.72782,49.41662,40.03902,3/2/2017 11:26
Donald Trump,Adults,2/2/2017,43.76831,48.71731,38.81931,45.22588,50.17488,40.27688,3/2/2017 11:26
Donald Trump,Voters,2/2/2017,45.88868,50.53785,41.23951,44.48,49.12917,39.83083,3/2/2017 11:26
Donald Trump,All polls,2/2/2017,44.81124,49.33113,40.29136,44.79839,49.31827,40.27851,3/2/2017 11:25
Donald Trump,Adults,2/1/2017,43.7891,48.70733,38.87086,44.59832,49.51656,39.68008,3/2/2017 11:26
Donald Trump,All polls,2/1/2017,44.79341,49.32774,40.25908,44.69287,49.2272,40.15854,3/2/2017 11:25
Donald Trump,Voters,2/1/2017,45.86395,50.5223,41.2056,44.44283,49.10118,39.78447,3/2/2017 11:26
Donald Trump,All polls,1/31/2017,44.34048,48.89616,39.78481,43.45351,48.00919,38.89784,3/2/2017 11:25
Donald Trump,Adults,1/31/2017,43.67982,48.68051,38.67913,43.60509,48.60578,38.6044,3/2/2017 11:26
Donald Trump,Voters,1/31/2017,45.01149,49.6689,40.35407,43.20672,47.86413,38.5493,3/2/2017 11:26
Donald Trump,All polls,1/30/2017,44.09903,48.69541,39.50266,42.45613,47.05251,37.85976,3/2/2017 11:25
Donald Trump,Adults,1/30/2017,42.51344,47.69931,37.32757,41.65466,46.84053,36.46879,3/2/2017 11:26
Donald Trump,Voters,1/30/2017,44.67257,49.38835,39.95678,42.0221,46.73788,37.30631,3/2/2017 11:26
Donald Trump,All polls,1/29/2017,44.14589,48.72661,39.56517,42.2247,46.80542,37.64399,3/2/2017 11:25
Donald Trump,Voters,1/29/2017,44.74559,49.4796,40.01159,41.74476,46.47876,37.01076,3/2/2017 11:26
Donald Trump,Adults,1/29/2017,42.42076,47.58598,37.25555,41.6069,46.77211,36.44168,3/2/2017 11:26
Donald Trump,Adults,1/28/2017,42.51997,47.66774,37.37219,41.19157,46.33934,36.04379,3/2/2017 11:26
Donald Trump,All polls,1/28/2017,43.87527,48.46821,39.28233,41.91362,46.50656,37.32067,3/2/2017 11:25
Donald Trump,Voters,1/28/2017,44.38777,49.09824,39.6773,41.58635,46.29682,36.87588,3/2/2017 11:26
Donald Trump,Voters,1/27/2017,44.38777,49.09824,39.6773,41.58635,46.29682,36.87588,3/2/2017 11:26
Donald Trump,Adults,1/27/2017,43.08089,48.21475,37.94702,40.57829,45.71215,35.44442,3/2/2017 11:26
Donald Trump,All polls,1/27/2017,44.13586,48.70494,39.56679,41.67268,46.24175,37.1036,3/2/2017 11:25
Donald Trump,All polls,1/26/2017,44.37598,48.93261,39.81936,41.06081,45.61743,36.50418,3/2/2017 11:25
Donald Trump,Adults,1/26/2017,43.21775,48.34188,38.09363,39.85699,44.98112,34.73286,3/2/2017 11:26
Donald Trump,Voters,1/26/2017,44.62692,49.31432,39.93952,41.1728,45.8602,36.4854,3/2/2017 11:26
Donald Trump,Adults,1/25/2017,45.59516,51.48944,39.70088,45.19996,51.09425,39.30568,3/2/2017 11:26
Donald Trump,Voters,1/25/2017,48.61617,53.80425,43.42808,41.35324,46.54132,36.16516,3/2/2017 11:26
Donald Trump,All polls,1/25/2017,47.76497,52.66397,42.86596,42.52911,47.42811,37.63011,3/2/2017 11:25
Donald Trump,Voters,1/24/2017,46,52.29238,39.70762,37,43.29238,30.70762,3/2/2017 11:26
Donald Trump,All polls,1/24/2017,45.44264,50.82922,40.05606,41.87849,47.26508,36.49191,3/2/2017 11:25
Donald Trump,Adults,1/24/2017,45,50.98562,39.01438,45.74659,51.73221,39.76097,3/2/2017 11:26
Donald Trump,All polls,1/23/2017,45.46693,50.88971,40.04416,41.26452,46.68729,35.84175,3/2/2017 11:25
Donald Trump,Adults,1/23/2017,45,51.1347,38.8653,45,51.1347,38.8653,3/2/2017 11:26
Donald Trump,Voters,1/23/2017,46,52.29238,39.70762,37,43.29238,30.70762,3/2/2017 11:26
